,Data,Vazao,throughput_raw,hour,day_of_week,relative_day,is_weekend,time_since_start,hour_sin,hour_cos,throughput_rolling_mean,throughput_rolling_std
59,2024-01-30 06:00:00,888510429.0,888510429.0,6,1,1,False,354.0,1.0,6.123233995736766e-17,894884226.875,12505695.215649804
60,2024-01-30 12:00:00,,,12,1,1,False,360.0,1.2246467991473532e-16,-1.0,896025662.6666666,15058929.750852263
61,2024-01-30 18:00:00,,,18,1,1,False,366.0,-1.0,-1.8369701987210297e-16,900936779.0,17573512.700795103
62,2024-01-31 00:00:00,,,0,2,2,False,372.0,0.0,1.0,888510429.0,0.0
63,2024-01-31 06:00:00,,,6,2,2,False,378.0,1.0,6.123233995736766e-17,,0.0
64,2024-01-31 12:00:00,,,12,2,2,False,384.0,1.2246467991473532e-16,-1.0,,0.0
65,2024-01-31 18:00:00,,,18,2,2,False,390.0,-1.0,-1.8369701987210297e-16,,0.0
66,2024-02-01 00:00:00,,,0,3,3,False,396.0,0.0,1.0,,0.0
67,2024-02-01 06:00:00,,,6,3,3,False,402.0,1.0,6.123233995736766e-17,,0.0
68,2024-02-01 12:00:00,922801708.0,922801708.0,12,3,3,False,408.0,1.2246467991473532e-16,-1.0,922801708.0,0.0
69,2024-02-01 18:00:00,908381979.0,908381979.0,18,3,3,False,414.0,-1.0,-1.8369701987210297e-16,915591843.5,10196288.158772314
70,2024-02-02 00:00:00,759170086.0,759170086.0,0,4,4,False,420.0,0.0,1.0,863451257.6666666,90597484.61871311
71,2024-02-02 06:00:00,,,6,4,4,False,426.0,1.0,6.123233995736766e-17,863451257.6666666,90597484.61871311
72,2024-02-02 12:00:00,,,12,4,4,False,432.0,1.2246467991473532e-16,-1.0,833776032.5,105508741.37398149
73,2024-02-02 18:00:00,915618165.0,915618165.0,18,4,4,False,438.0,-1.0,-1.8369701987210297e-16,837394125.5,110625497.56450865
74,2024-02-03 00:00:00,932086197.0,932086197.0,0,5,5,True,444.0,0.0,1.0,923852181.0,11644657.099996634
75,2024-02-03 06:00:00,915937501.0,915937501.0,6,5,5,True,450.0,1.0,6.123233995736766e-17,921213954.3333334,9416992.052793955
76,2024-02-03 12:00:00,914525252.0,914525252.0,12,5,5,True,456.0,1.2246467991473532e-16,-1.0,919541778.75,8384778.526646232
77,2024-02-03 18:00:00,922434013.0,922434013.0,18,5,5,True,462.0,-1.0,-1.8369701987210297e-16,921245740.75,8005620.128606138
78,2024-02-04 00:00:00,,,0,6,6,True,468.0,0.0,1.0,917632255.3333334,4217969.811003845
79,2024-02-04 06:00:00,881280546.0,881280546.0,6,6,6,True,474.0,1.0,6.123233995736766e-17,906079937.0,21837913.604942586
80,2024-02-04 12:00:00,,,12,6,6,True,480.0,1.2246467991473532e-16,-1.0,901857279.5,29099895.585036647
81,2024-02-04 18:00:00,901409845.0,901409845.0,18,6,6,True,486.0,-1.0,-1.8369701987210297e-16,891345195.5,14233563.82343127
82,2024-02-05 00:00:00,,,0,0,0,False,492.0,0.0,1.0,891345195.5,14233563.82343127
83,2024-02-05 06:00:00,,,6,0,0,False,498.0,1.0,6.123233995736766e-17,901409845.0,0.0
84,2024-02-05 12:00:00,,,12,0,0,False,504.0,1.2246467991473532e-16,-1.0,901409845.0,0.0
85,2024-02-05 18:00:00,875669013.0,875669013.0,18,0,0,False,510.0,-1.0,-1.8369701987210297e-16,875669013.0,0.0
86,2024-02-06 00:00:00,,,0,1,1,False,516.0,0.0,1.0,875669013.0,0.0
87,2024-02-06 06:00:00,917818985.0,917818985.0,6,1,1,False,522.0,1.0,6.123233995736766e-17,896743999.0,29804531.028023105
88,2024-02-06 12:00:00,,,12,1,1,False,528.0,1.2246467991473532e-16,-1.0,896743999.0,29804531.028023105
89,2024-02-06 18:00:00,922065582.0,922065582.0,18,1,1,False,534.0,-1.0,-1.8369701987210297e-16,919942283.5,3002797.535666449
90,2024-02-07 00:00:00,,,0,2,2,False,540.0,0.0,1.0,919942283.5,3002797.535666449
91,2024-02-07 06:00:00,935639793.0,935639793.0,6,2,2,False,546.0,1.0,6.123233995736766e-17,928852687.5,9598416.647357026
92,2024-02-07 12:00:00,919131406.0,919131406.0,12,2,2,False,552.0,1.2246467991473532e-16,-1.0,925612260.3333334,8807150.829612521
93,2024-02-07 18:00:00,917504917.0,917504917.0,18,2,2,False,558.0,-1.0,-1.8369701987210297e-16,924092038.6666666,10033660.310377477
94,2024-02-08 00:00:00,,,0,3,3,False,564.0,0.0,1.0,924092038.6666666,10033660.310377477
95,2024-02-08 06:00:00,921120573.0,921120573.0,6,3,3,False,570.0,1.0,6.123233995736766e-17,919252298.6666666,1810857.077525433
96,2024-02-08 12:00:00,922329986.0,922329986.0,12,3,3,False,576.0,1.2246467991473532e-16,-1.0,920318492.0,2510542.4038662687
97,2024-02-08 18:00:00,916961685.5,916961685.5,18,3,3,False,582.0,-1.0,-1.8369701987210297e-16,920137414.8333334,2815956.7734763436
98,2024-02-09 00:00:00,920601165.0,920601165.0,0,4,4,False,588.0,0.0,1.0,920253352.375,2310881.741023478
99,2024-02-09 06:00:00,910054567.5,910054567.5,6,4,4,False,594.0,1.0,6.123233995736766e-17,917486851.0,5436590.388150256
100,2024-02-09 12:00:00,,,12,4,4,False,600.0,1.2246467991473532e-16,-1.0,915872472.6666666,5357001.787751695
101,2024-02-09 18:00:00,895092299.5,895092299.5,18,4,4,False,606.0,-1.0,-1.8369701987210297e-16,908582677.3333334,12817971.769017134
102,2024-02-10 00:00:00,921540833.0,921540833.0,0,5,5,True,612.0,0.0,1.0,908895900.0,13262281.62334156
103,2024-02-10 06:00:00,931922152.0,931922152.0,6,5,5,True,618.0,1.0,6.123233995736766e-17,916185094.8333334,18990062.066127025
104,2024-02-10 12:00:00,924698473.5,924698473.5,12,5,5,True,624.0,1.2246467991473532e-16,-1.0,918313439.5,16079004.18550285
105,2024-02-10 18:00:00,934986831.5,934986831.5,18,5,5,True,630.0,-1.0,-1.8369701987210297e-16,928287072.5,6231381.970947867
106,2024-02-11 00:00:00,,,0,6,6,True,636.0,0.0,1.0,930535819.0,5282425.292818412
107,2024-02-11 06:00:00,931079316.0,931079316.0,6,6,6,True,642.0,1.0,6.123233995736766e-17,930254873.6666666,5193491.740128702
108,2024-02-11 12:00:00,917609454.0,917609454.0,12,6,6,True,648.0,1.2246467991473532e-16,-1.0,927891867.1666666,9116643.282656996
109,2024-02-11 18:00:00,919631900.0,919631900.0,18,6,6,True,654.0,-1.0,-1.8369701987210297e-16,922773556.6666666,7263731.859944229
110,2024-02-12 00:00:00,842846821.0,842846821.0,0,0,0,False,660.0,0.0,1.0,902791872.75,40401055.70738319
111,2024-02-12 06:00:00,755712048.0,755712048.0,6,0,0,False,666.0,1.0,6.123233995736766e-17,858950055.75,77547000.02414885
112,2024-02-12 12:00:00,931138281.0,931138281.0,12,0,0,False,672.0,1.2246467991473532e-16,-1.0,862332262.5,81168691.02868354
113,2024-02-12 18:00:00,917403270.0,917403270.0,18,0,0,False,678.0,-1.0,-1.8369701987210297e-16,861775105.0,80650263.32142195
114,2024-02-13 00:00:00,909536595.0,909536595.0,0,1,1,False,684.0,0.0,1.0,878447548.5,82309159.92815699
115,2024-02-13 06:00:00,931399820.0,931399820.0,6,1,1,False,690.0,1.0,6.123233995736766e-17,922369491.5,10767003.462430807
116,2024-02-13 12:00:00,919128879.0,919128879.0,12,1,1,False,696.0,1.2246467991473532e-16,-1.0,919367141.0,9043202.91085033
117,2024-02-13 18:00:00,924114372.0,924114372.0,18,1,1,False,702.0,-1.0,-1.8369701987210297e-16,921044916.5,9178929.621866863
118,2024-02-14 00:00:00,917661561.0,917661561.0,0,2,2,False,708.0,0.0,1.0,923076158.0,6198389.833289613
119,2024-02-14 06:00:00,914099440.0,914099440.0,6,2,2,False,714.0,1.0,6.123233995736766e-17,918751063.0,4152607.1931363833
120,2024-02-14 12:00:00,920858384.0,920858384.0,12,2,2,False,720.0,1.2246467991473532e-16,-1.0,919183439.25,4292734.151345844
121,2024-02-14 18:00:00,,,18,2,2,False,726.0,-1.0,-1.8369701987210297e-16,917539795.0,3381116.8595373956
122,2024-02-15 00:00:00,,,0,3,3,False,732.0,0.0,1.0,917478912.0,4779295.136059505
123,2024-02-15 06:00:00,,,6,3,3,False,738.0,1.0,6.123233995736766e-17,920858384.0,0.0
124,2024-02-15 12:00:00,,,12,3,3,False,744.0,1.2246467991473532e-16,-1.0,,0.0
125,2024-02-15 18:00:00,931244303.0,931244303.0,18,3,3,False,750.0,-1.0,-1.8369701987210297e-16,931244303.0,0.0
126,2024-02-16 00:00:00,926993890.0,926993890.0,0,4,4,False,756.0,0.0,1.0,929119096.5,3005495.855143457
127,2024-02-16 06:00:00,931608698.0,931608698.0,6,4,4,False,762.0,1.0,6.123233995736766e-17,929948963.6666666,2565646.353373041
128,2024-02-16 12:00:00,933075353.0,933075353.0,12,4,4,False,768.0,1.2246467991473532e-16,-1.0,930730561.0,2613797.691663619
129,2024-02-16 18:00:00,925683124.0,925683124.0,18,4,4,False,774.0,-1.0,-1.8369701987210297e-16,929340266.25,3557940.723589643
130,2024-02-17 00:00:00,901358678.0,901358678.0,0,5,5,True,780.0,0.0,1.0,922931463.25,14732612.378580047
131,2024-02-17 06:00:00,934230935.0,934230935.0,6,5,5,True,786.0,1.0,6.123233995736766e-17,923587022.5,15295034.376052339
132,2024-02-17 12:00:00,,,12,5,5,True,792.0,1.2246467991473532e-16,-1.0,920424245.6666666,17055444.030048404
133,2024-02-17 18:00:00,,,18,5,5,True,798.0,-1.0,-1.8369701987210297e-16,917794806.5,23244195.83760692
134,2024-02-18 00:00:00,,,0,6,6,True,804.0,0.0,1.0,934230935.0,0.0
135,2024-02-18 06:00:00,,,6,6,6,True,810.0,1.0,6.123233995736766e-17,,0.0
136,2024-02-18 12:00:00,,,12,6,6,True,816.0,1.2246467991473532e-16,-1.0,,0.0
137,2024-02-18 18:00:00,,,18,6,6,True,822.0,-1.0,-1.8369701987210297e-16,,0.0
138,2024-02-19 00:00:00,,,0,0,0,False,828.0,0.0,1.0,,0.0
139,2024-02-19 06:00:00,,,6,0,0,False,834.0,1.0,6.123233995736766e-17,,0.0
140,2024-02-19 12:00:00,,,12,0,0,False,840.0,1.2246467991473532e-16,-1.0,,0.0
141,2024-02-19 18:00:00,,,18,0,0,False,846.0,-1.0,-1.8369701987210297e-16,,0.0
142,2024-02-20 00:00:00,,,0,1,1,False,852.0,0.0,1.0,,0.0
143,2024-02-20 06:00:00,,,6,1,1,False,858.0,1.0,6.123233995736766e-17,,0.0
144,2024-02-20 12:00:00,,,12,1,1,False,864.0,1.2246467991473532e-16,-1.0,,0.0
145,2024-02-20 18:00:00,,,18,1,1,False,870.0,-1.0,-1.8369701987210297e-16,,0.0
146,2024-02-21 00:00:00,,,0,2,2,False,876.0,0.0,1.0,,0.0
147,2024-02-21 06:00:00,,,6,2,2,False,882.0,1.0,6.123233995736766e-17,,0.0
148,2024-02-21 12:00:00,,,12,2,2,False,888.0,1.2246467991473532e-16,-1.0,,0.0
149,2024-02-21 18:00:00,,,18,2,2,False,894.0,-1.0,-1.8369701987210297e-16,,0.0
150,2024-02-22 00:00:00,,,0,3,3,False,900.0,0.0,1.0,,0.0
151,2024-02-22 06:00:00,,,6,3,3,False,906.0,1.0,6.123233995736766e-17,,0.0
152,2024-02-22 12:00:00,,,12,3,3,False,912.0,1.2246467991473532e-16,-1.0,,0.0
153,2024-02-22 18:00:00,,,18,3,3,False,918.0,-1.0,-1.8369701987210297e-16,,0.0
154,2024-02-23 00:00:00,,,0,4,4,False,924.0,0.0,1.0,,0.0
155,2024-02-23 06:00:00,,,6,4,4,False,930.0,1.0,6.123233995736766e-17,,0.0
156,2024-02-23 12:00:00,,,12,4,4,False,936.0,1.2246467991473532e-16,-1.0,,0.0
157,2024-02-23 18:00:00,,,18,4,4,False,942.0,-1.0,-1.8369701987210297e-16,,0.0
158,2024-02-24 00:00:00,,,0,5,5,True,948.0,0.0,1.0,,0.0
159,2024-02-24 06:00:00,,,6,5,5,True,954.0,1.0,6.123233995736766e-17,,0.0
160,2024-02-24 12:00:00,,,12,5,5,True,960.0,1.2246467991473532e-16,-1.0,,0.0
161,2024-02-24 18:00:00,,,18,5,5,True,966.0,-1.0,-1.8369701987210297e-16,,0.0
162,2024-02-25 00:00:00,,,0,6,6,True,972.0,0.0,1.0,,0.0
163,2024-02-25 06:00:00,,,6,6,6,True,978.0,1.0,6.123233995736766e-17,,0.0
164,2024-02-25 12:00:00,,,12,6,6,True,984.0,1.2246467991473532e-16,-1.0,,0.0
165,2024-02-25 18:00:00,,,18,6,6,True,990.0,-1.0,-1.8369701987210297e-16,,0.0
166,2024-02-26 00:00:00,,,0,0,0,False,996.0,0.0,1.0,,0.0
167,2024-02-26 06:00:00,,,6,0,0,False,1002.0,1.0,6.123233995736766e-17,,0.0
168,2024-02-26 12:00:00,,,12,0,0,False,1008.0,1.2246467991473532e-16,-1.0,,0.0
169,2024-02-26 18:00:00,,,18,0,0,False,1014.0,-1.0,-1.8369701987210297e-16,,0.0
170,2024-02-27 00:00:00,909639770.0,909639770.0,0,1,1,False,1020.0,0.0,1.0,909639770.0,0.0
171,2024-02-27 06:00:00,917561888.0,917561888.0,6,1,1,False,1026.0,1.0,6.123233995736766e-17,913600829.0,5601783.35916001
172,2024-02-27 12:00:00,911478971.0,911478971.0,12,1,1,False,1032.0,1.2246467991473532e-16,-1.0,912893543.0,4146172.7965521407
173,2024-02-27 18:00:00,921125179.0,921125179.0,18,1,1,False,1038.0,-1.0,-1.8369701987210297e-16,914951452.0,5329207.919416356
174,2024-02-28 00:00:00,,,0,2,2,False,1044.0,0.0,1.0,916722012.6666666,4877640.323606532
175,2024-02-28 06:00:00,,,6,2,2,False,1050.0,1.0,6.123233995736766e-17,916302075.0,6820899.089535936
176,2024-02-28 12:00:00,915985350.0,915985350.0,12,2,2,False,1056.0,1.2246467991473532e-16,-1.0,918555264.5,3634407.940039293
177,2024-02-28 18:00:00,923586756.0,923586756.0,18,2,2,False,1062.0,-1.0,-1.8369701987210297e-16,919786053.0,5375005.729152124
178,2024-02-29 00:00:00,,,0,3,3,False,1068.0,0.0,1.0,919786053.0,5375005.729152124
179,2024-02-29 06:00:00,,,6,3,3,False,1074.0,1.0,6.123233995736766e-17,919786053.0,5375005.729152124
180,2024-02-29 12:00:00,918026232.0,918026232.0,12,3,3,False,1080.0,1.2246467991473532e-16,-1.0,920806494.0,3931884.227350566
181,2024-02-29 18:00:00,913760134.0,913760134.0,18,3,3,False,1086.0,-1.0,-1.8369701987210297e-16,915893183.0,3016586.8250063937
182,2024-03-01 00:00:00,,,0,4,4,False,1092.0,0.0,1.0,915893183.0,3016586.8250063937
183,2024-03-01 06:00:00,922102403.0,922102403.0,6,4,4,False,1098.0,1.0,6.123233995736766e-17,917962923.0,4171494.820708888
184,2024-03-01 12:00:00,,,12,4,4,False,1104.0,1.2246467991473532e-16,-1.0,917931268.5,5898874.980382332
185,2024-03-01 18:00:00,916090162.0,916090162.0,18,4,4,False,1110.0,-1.0,-1.8369701987210297e-16,919096282.5,4251296.381227808
186,2024-03-02 00:00:00,,,0,5,5,True,1116.0,0.0,1.0,919096282.5,4251296.381227808
187,2024-03-02 06:00:00,,,6,5,5,True,1122.0,1.0,6.123233995736766e-17,916090162.0,0.0
188,2024-03-02 12:00:00,929010241.0,929010241.0,12,5,5,True,1128.0,1.2246467991473532e-16,-1.0,922550201.5,9135875.474365916
189,2024-03-02 18:00:00,830995565.0,830995565.0,18,5,5,True,1134.0,-1.0,-1.8369701987210297e-16,880002903.0,69306842.05540235
190,2024-03-03 00:00:00,,,0,6,6,True,1140.0,0.0,1.0,880002903.0,69306842.05540235
191,2024-03-03 06:00:00,934860129.0,934860129.0,6,6,6,True,1146.0,1.0,6.123233995736766e-17,898288645.0,58350871.96707463
192,2024-03-03 12:00:00,916856104.0,916856104.0,12,6,6,True,1152.0,1.2246467991473532e-16,-1.0,894237266.0,55503790.754147656
193,2024-03-03 18:00:00,918790686.5,918790686.5,18,6,6,True,1158.0,-1.0,-1.8369701987210297e-16,923502306.5,9883610.237077137
194,2024-03-04 00:00:00,,,0,0,0,False,1164.0,0.0,1.0,923502306.5,9883610.237077137
195,2024-03-04 06:00:00,,,6,0,0,False,1170.0,1.0,6.123233995736766e-17,917823395.25,1367956.4045146413
196,2024-03-04 12:00:00,,,12,0,0,False,1176.0,1.2246467991473532e-16,-1.0,918790686.5,0.0
197,2024-03-04 18:00:00,910580120.0,910580120.0,18,0,0,False,1182.0,-1.0,-1.8369701987210297e-16,910580120.0,0.0
198,2024-03-05 00:00:00,901565689.0,901565689.0,0,1,1,False,1188.0,0.0,1.0,906072904.5,6374165.28863823
199,2024-03-05 06:00:00,921437311.0,921437311.0,6,1,1,False,1194.0,1.0,6.123233995736766e-17,911194373.3333334,9950041.235887118
200,2024-03-05 12:00:00,906232940.0,906232940.0,12,1,1,False,1200.0,1.2246467991473532e-16,-1.0,909954015.0,8494478.73096679
201,2024-03-05 18:00:00,,,18,1,1,False,1206.0,-1.0,-1.8369701987210297e-16,909745313.3333334,10391001.638545444
202,2024-03-06 00:00:00,918786933.0,918786933.0,0,2,2,False,1212.0,0.0,1.0,915485728.0,8121988.070382062
203,2024-03-06 06:00:00,922039413.0,922039413.0,6,2,2,False,1218.0,1.0,6.123233995736766e-17,915686428.6666666,8346915.149664339
204,2024-03-06 12:00:00,883321084.0,883321084.0,12,2,2,False,1224.0,1.2246467991473532e-16,-1.0,908049143.3333334,21476786.19654815
205,2024-03-06 18:00:00,886202440.5,886202440.5,18,2,2,False,1230.0,-1.0,-1.8369701987210297e-16,902587467.625,20659650.76488035
206,2024-03-07 00:00:00,901513531.0,901513531.0,0,3,3,False,1236.0,0.0,1.0,898269117.125,17744497.423668705
207,2024-03-07 06:00:00,,,6,3,3,False,1242.0,1.0,6.123233995736766e-17,890345685.1666666,9778350.537685247
208,2024-03-07 12:00:00,,,12,3,3,False,1248.0,1.2246467991473532e-16,-1.0,893857985.75,10826575.91991102
209,2024-03-07 18:00:00,924194015.6666666,924194015.6666666,18,3,3,False,1254.0,-1.0,-1.8369701987210297e-16,912853773.3333333,16037524.50839759
210,2024-03-08 00:00:00,,,0,4,4,False,1260.0,0.0,1.0,924194015.6666666,0.0
211,2024-03-08 06:00:00,915373239.5,915373239.5,6,4,4,False,1266.0,1.0,6.123233995736766e-17,919783627.5833333,6237230.642779054
212,2024-03-08 12:00:00,,,12,4,4,False,1272.0,1.2246467991473532e-16,-1.0,919783627.5833333,6237230.642779054
213,2024-03-08 18:00:00,929622298.5,929622298.5,18,4,4,False,1278.0,-1.0,-1.8369701987210297e-16,922497769.0,10075606.244427444
214,2024-03-09 00:00:00,,,0,5,5,True,1284.0,0.0,1.0,922497769.0,10075606.244427444
215,2024-03-09 06:00:00,924038904.5,924038904.5,6,5,5,True,1290.0,1.0,6.123233995736766e-17,926830601.5,3948055.759436892
216,2024-03-09 12:00:00,932552091.0,932552091.0,12,5,5,True,1296.0,1.2246467991473532e-16,-1.0,928737764.6666666,4324972.389817257
217,2024-03-09 18:00:00,917479642.5,917479642.5,18,5,5,True,1302.0,-1.0,-1.8369701987210297e-16,924690212.6666666,7557302.937706372
218,2024-03-10 00:00:00,,,0,6,6,True,1308.0,0.0,1.0,924690212.6666666,7557302.937706372
219,2024-03-10 06:00:00,,,6,6,6,True,1314.0,1.0,6.123233995736766e-17,925015866.75,10657830.543435222
220,2024-03-10 12:00:00,922226188.0,922226188.0,12,6,6,True,1320.0,1.2246467991473532e-16,-1.0,919852915.25,3356314.510261176
221,2024-03-10 18:00:00,818333014.0,818333014.0,18,6,6,True,1326.0,-1.0,-1.8369701987210297e-16,870279601.0,73463567.85439394
222,2024-03-11 00:00:00,,,0,0,0,False,1332.0,0.0,1.0,870279601.0,73463567.85439394
223,2024-03-11 06:00:00,,,6,0,0,False,1338.0,1.0,6.123233995736766e-17,870279601.0,73463567.85439394
