,Prediction,Test
0,911.5649,873.380348
1,900.0115,926.995374
2,904.44684,916.9342027033532
3,907.7682,910.0034686488502
4,916.3138,913.3394801980263
5,912.9329,916.1354
6,912.8968,915.145573
7,914.1811,926.523513
8,917.7809,916.5192978419666
9,917.7776,915.775406
10,917.70123,925.84004
11,917.8531,913.5179822280973
12,916.9098,916.5600085
13,916.94904,916.456615
14,914.70233,922.2760445
15,917.0474,913.9538549350164
16,916.2492,903.289607
17,912.50085,916.298641
18,911.2465,938.674572
19,918.316,888.5060750000001
20,913.46936,912.4022108924328
21,912.2601,893.545959
22,901.2899,917.0289310000001
23,908.50195,907.023863
24,907.35223,914.6857239999999
25,912.53894,913.9718236978698
26,911.9258,912.471291
27,913.1945,926.681125
28,916.57465,915.7596942750299
29,916.9458,915.0664816434214
30,917.33813,925.9451290000001
31,917.50476,922.4027439999999
32,919.25586,905.0813150000001
33,916.1393,912.2177865
34,912.65216,918.581397
35,912.07306,918.4182788290435
36,915.4671,924.153916
37,918.599,921.8038535000001
38,919.4379,920.9969152644722
39,920.0013,916.7700722502461
40,918.01483,926.1244175
41,919.308,914.306208
42,917.452,916.457623
43,917.20135,917.207496647782
44,915.07776,914.012963458369
45,914.91626,915.624153
46,914.6988,888.1998530000001
47,906.7929,895.2818844999999
48,901.9832,917.0331949999999
49,903.1302,916.299741
50,910.3205,914.795998
51,915.03406,925.3730389999998
52,917.40546,926.5188930000002
53,920.19446,898.0811065000001
54,915.14124,919.3119071730066
55,913.7609,917.1103455
56,911.82837,916.089722
57,916.171,916.054452
58,915.3477,917.034616
59,915.3606,914.7477635951468
60,914.9758,915.722977
61,914.8795,923.5365899999999
62,916.7568,919.959391
63,918.08636,919.9315223267329
64,919.0527,926.5749230000001
65,920.0284,921.177403369268
66,920.2876,921.3515535
67,920.533,918.2806000595116
68,918.37885,926.782739
69,919.98773,917.032324
70,918.76685,931.159261
71,922.236,918.7187451848906
72,920.1058,915.5189484824484
73,919.36346,921.9498731050708
74,917.23785,921.7754943333333
75,918.12054,910.272426
76,916.4397,927.8342819999999
77,918.23376,910.4776481199192
78,915.23486,916.090804
79,916.495,905.893355
80,910.90875,911.315351
81,911.0807,875.6969895
82,900.36334,915.563173
83,903.1782,905.0250661763425
84,902.1302,914.2556079999999
85,911.5337,910.6077844144811
86,910.3967,913.2100405
87,912.4029,909.5893880000001
88,911.2005,915.9097685000002
89,912.6249,919.185077
90,914.32367,915.5676119426532
91,915.7414,913.9432498371948
92,915.13,916.142133
93,914.4221,916.4072560000001
94,914.68195,927.468857
95,918.3861,912.3030742094298
96,917.1601,916.2358292408925
97,916.934,917.898948
98,914.7191,926.549244
99,918.5516,927.415129
100,921.53674,909.95498
101,918.99286,915.9484622088722
102,916.2126,927.0484510000001
103,916.61615,901.0945013138356
104,913.80945,926.1969359999999
105,916.61127,826.854646
106,890.1539,922.422669
107,895.93365,911.4209969289832
108,893.99036,921.802339
109,917.0124,916.511106
110,915.59674,926.2650739999999
111,919.47736,909.6752799485736
112,916.12994,926.685851
113,918.8601,879.8523275000001
114,906.34845,926.014583
115,910.80804,913.4628100942151
116,908.1353,920.6789355
117,918.1307,913.835491
118,915.0543,915.35689
119,915.4292,918.6392871584445
120,915.0679,925.4890055
121,918.23505,916.2588110000002
122,918.2918,925.3753365
123,920.0726,916.990683954938
124,917.878,925.47364
125,920.26935,921.4380705000001
126,919.3352,918.6672045285684
127,919.5738,917.4282136143544
128,917.4853,911.479063
129,914.81195,915.619493
130,914.0778,903.9590555
131,910.4955,915.30437
132,911.5549,915.8706710595893
133,911.8651,909.1986928843537
134,912.94183,917.3358966064679
135,913.56696,916.1040743713858
136,913.7504,924.741996
