,Prediction,Test
0,870.5353,867.721047
1,870.51746,779.7045439999999
2,855.64606,872.049712
3,853.6201,870.9506551167127
4,853.8567,893.1289390000001
5,876.8458,892.831691
6,880.99286,870.4638396160276
7,881.1983,855.1702247699359
8,873.7286,864.235518
9,867.8229,859.677225
10,865.6232,873.883719
11,869.29755,871.3867960328032
12,870.7233,878.0333525
13,874.41705,872.784808
14,874.22577,883.848157
15,876.66394,859.31009691127
16,873.08655,880.021104
17,874.4273,871.1799133159952
18,871.83417,885.311875
19,877.03174,835.03308
20,868.3801,834.719634
21,861.1599,882.798164
22,860.0127,872.445428
23,867.5779,862.457641
24,873.4683,874.3554910000001
25,871.63007,829.7380465
26,863.3866,873.9982048008897
27,865.3966,877.869144
28,865.8367,846.0049765
29,869.58374,850.9521817275369
30,864.95483,896.797269
31,868.1921,868.4362713595547
32,872.9364,886.776801
33,880.2075,871.6557510335971
34,875.149,888.670248
35,879.158,852.7013981950496
36,872.5468,860.8991712302835
37,870.4213,844.813544
38,861.5966,866.7000981472459
39,864.25964,868.8711531622514
40,865.75275,900.049934
41,876.6547,845.572066
42,872.8723,866.1252399999998
43,872.32837,856.8293187669032
44,863.4846,874.941011924437
45,869.31824,859.204092
46,868.0121,856.555690737953
47,868.07385,851.569099292983
48,863.3588,860.6538615475075
49,863.56146,870.3233009999999
50,866.2096,881.2118673028687
51,872.096,877.655479
52,875.5767,813.2794080000001
53,864.7177,856.5420858504167
54,859.4224,885.2116210000002
55,860.3736,866.6318285776291
56,871.4289,846.9704175323164
57,869.8228,842.1846832258586
58,861.16113,848.8513992367727
59,857.4548,859.4886314434191
60,859.84656,845.5664869916754
61,860.6698,861.4565789999999
62,863.1155,859.0082226097029
63,862.96844,843.9158772320778
64,862.8412,798.649907
65,850.6231,876.850102
66,853.4681,807.459945
67,846.5412,859.919032588289
68,858.7373,849.9300765
69,853.1081,864.8488340895458
70,864.728,846.5829075456546
71,862.1571,848.0012671680084
72,861.83545,865.9263526100548
73,861.8124,896.9012299999999
74,871.61884,875.982361
75,877.4827,842.7952445894559
76,873.2838,850.475742
77,863.83374,846.3465337365495
78,857.7767,881.2381175
79,865.2125,860.4233032377133
80,867.3504,859.231320196351
81,870.12335,864.8187416723096
82,866.68713,873.3515778042943
83,869.1965,875.0059802835705
84,872.3673,836.97399
85,867.1419,879.5945959999999
86,868.0542,851.445414
87,863.3754,867.7937593557554
88,869.633,853.7370870158513
89,864.4298,871.0108570998799
90,868.28796,867.3087083933729
91,868.14716,852.0705276268052
92,868.0271,860.2622355450543
93,865.7925,870.5925511744957
94,866.2858,866.058870650055
95,869.16376,868.2283194114366
96,870.7945,831.104412
97,863.16406,873.2057569494629
98,864.2623,854.7633291106919
99,861.5327,856.1953941593403
100,866.76,878.2895080000001
101,867.50006,817.8896985000001
102,860.6086,892.186644
103,867.30804,853.5460485
104,862.36926,866.679729
105,872.422,855.7433005
106,865.02344,891.711482
107,872.4274,868.737462763178
108,872.9652,881.5125646666667
109,878.21436,890.600767
110,877.792,896.2183999999999
111,883.3081,880.9944675481242
112,883.377,890.5598260000002
113,883.3257,858.3654719999998
114,875.9295,831.575358
115,866.3013,873.7328866226078
116,862.43506,859.5800112793116
117,862.658,876.972001986387
118,871.8202,873.2445160011872
119,871.6767,857.9020460600176
120,871.55725,865.444841
121,869.17236,876.5508332009047
122,869.6619,871.9861244450072
123,872.5559,886.8859350000001
124,876.7819,867.7395171353418
125,875.1482,882.639818
126,877.2406,861.5631585
127,872.24243,862.0551429261214
128,871.1815,886.729713
129,871.686,853.988854
130,870.43634,821.126481
131,862.6295,856.7628412376837
132,856.1928,865.903011691987
133,858.3368,860.372985693592
134,866.41693,886.586401255755
135,872.21356,874.6830486782729
136,874.035,873.471310971184
