,Prediction,Test
0,913.13257,873.380348
1,906.6195,926.995374
2,902.30176,916.9342027033532
3,901.5586,910.0034686488502
4,918.5416,913.3394801980263
5,913.3964,916.1354
6,911.8646,915.145573
7,913.68274,926.523513
8,915.7248,916.5192978419666
9,916.9969,915.775406
10,918.8836,925.84004
11,915.9489,913.5179822280973
12,916.7516,916.5600085
13,917.98114,916.456615
14,913.9912,922.2760445
15,915.74603,913.9538549350164
16,916.20605,903.289607
17,915.29364,916.298641
18,910.997,938.674572
19,912.4175,888.5060750000001
20,917.3241,912.4022108924328
21,916.4287,893.545959
22,901.3244,917.0289310000001
23,908.2061,907.023863
24,905.6293,914.6857239999999
25,912.8683,913.9718236978698
26,910.83154,912.471291
27,913.39435,926.681125
28,914.2804,915.7596942750299
29,915.92957,915.0664816434214
30,918.6843,925.9451290000001
31,915.5009,922.4027439999999
32,917.4607,905.0813150000001
33,918.92377,912.2177865
34,914.18005,918.581397
35,910.0098,918.4182788290435
36,914.1873,924.153916
37,917.1903,921.8038535000001
38,918.25354,920.9969152644722
39,919.8111,916.7700722502461
40,918.25336,926.1244175
41,917.9328,914.306208
42,917.28595,916.457623
43,918.2694,917.207496647782
44,914.3463,914.012963458369
45,915.0021,915.624153
46,914.69806,888.1998530000001
47,910.9462,895.2818844999999
48,905.88086,917.0331949999999
49,899.7384,916.299741
50,907.2419,914.795998
51,915.0885,925.3730389999998
52,915.58105,926.5188930000002
53,917.662,898.0811065000001
54,918.9367,919.3119071730066
55,914.8306,917.1103455
56,908.89886,916.089722
57,916.2907,916.054452
58,915.20245,917.034616
59,914.91016,914.7477635951468
60,914.88586,915.722977
61,914.81805,923.5365899999999
62,915.01483,919.959391
63,916.8722,919.9315223267329
64,919.0117,926.5749230000001
65,918.34357,921.177403369268
66,919.3526,921.3515535
67,920.6346,918.2806000595116
68,918.2606,926.782739
69,918.5037,917.032324
70,918.31854,931.159261
71,920.7709,918.7187451848906
72,919.0736,915.5189484824484
73,921.182,921.9498731050708
74,916.3113,921.7754943333333
75,916.6089,910.272426
76,917.79565,927.8342819999999
77,916.8527,910.4776481199192
78,914.7994,916.090804
79,917.96423,905.893355
80,911.6057,911.315351
81,911.8884,875.6969895
82,905.59186,915.563173
83,903.5126,905.0250661763425
84,898.5899,914.2556079999999
85,911.7961,910.6077844144811
86,909.62573,913.2100405
87,912.51263,909.5893880000001
88,911.3675,915.9097685000002
89,912.1635,919.185077
90,912.63947,915.5676119426532
91,915.4316,913.9432498371948
92,915.6429,916.142133
93,914.11346,916.4072560000001
94,914.048,927.468857
95,916.13025,912.3030742094298
96,917.25336,916.2358292408925
97,918.27954,917.898948
98,913.60706,926.549244
99,916.4247,927.415129
100,919.2356,909.95498
101,920.8999,915.9484622088722
102,917.66187,927.0484510000001
103,913.6224,901.0945013138356
104,915.7698,926.1969359999999
105,916.4903,826.854646
106,902.13855,922.422669
107,898.46014,911.4209969289832
108,883.7523,921.802339
109,916.7297,916.511106
110,914.44696,926.2650739999999
111,918.1951,909.6752799485736
112,916.7215,926.685851
113,918.30804,879.8523275000001
114,911.02716,926.014583
115,911.26904,913.4628100942151
116,903.3339,920.6789355
117,918.4789,913.835491
118,914.67017,915.35689
119,915.95044,918.6392871584445
120,914.05835,925.4890055
121,916.15247,916.2588110000002
122,918.0618,925.3753365
123,919.45844,916.990683954938
124,917.19916,925.47364
125,919.6022,921.4380705000001
126,917.9826,918.6672045285684
127,919.9805,917.4282136143544
128,917.623,911.479063
129,915.62573,915.619493
130,914.1778,903.9590555
131,911.66644,915.30437
132,911.67645,915.8706710595893
133,910.0278,909.1986928843537
134,913.7308,917.3358966064679
135,913.22797,916.1040743713858
136,912.502,924.741996
