,Prediction,Test
0,886.10364,885.1606540775755
1,885.9279,881.2614551460642
2,889.40125,889.0839490000001
3,890.84686,892.4522931587717
4,892.2981,908.0191540000001
5,897.6959,896.4032288333004
6,900.50616,878.8419185259323
7,898.8488,882.9882549963816
8,892.18866,885.8546311320864
9,889.0995,886.4606965357505
10,890.98175,905.4812071845289
11,894.969,892.242574207308
12,897.64246,881.189685670861
13,897.54944,894.8937554517787
14,893.6181,885.7359744336243
15,892.61206,879.8456436170262
16,892.97736,893.6366757970715
17,891.38885,861.62149
18,888.0281,897.440462544967
19,889.5827,876.4485981930106
20,886.61945,885.3705114856317
21,892.25793,909.483439
22,892.89746,872.943884
23,895.19293,903.306856
24,897.444,892.0735155053159
25,893.5534,906.7082460000001
26,901.09753,858.052452
27,893.8308,881.1048169590566
28,889.44946,885.4468459194932
29,883.15076,827.381168
30,880.7748,915.668213
31,881.9687,892.7408425474349
32,884.76495,892.9896809865623
33,902.2459,911.217419
34,899.3017,905.974148
35,902.9907,883.2737444540579
36,902.7541,886.1410473519977
37,896.28064,890.766636
38,891.8264,905.7739691066862
39,896.1492,898.778409
40,899.9024,881.4745936116502
41,899.2768,895.1830942187173
42,895.437,845.6733924999999
43,886.232,851.518859
44,878.61334,893.925608122603
45,874.0447,914.4158275
46,889.2836,897.7306247181318
47,902.6762,878.858042
48,900.8416,885.6567711790493
49,892.97205,891.5057328507119
50,890.67664,893.0539931575903
51,894.1362,895.243994
52,896.39746,892.3619424268613
53,896.8696,854.227102
54,890.5194,847.6203478424843
55,879.34766,859.0043593258993
56,869.6706,863.2374786251526
57,871.42267,859.4348529223604
58,874.8054,884.972094
59,879.1133,891.238151
60,885.3985,870.5911192812673
61,890.2367,906.807164
62,892.6851,909.6936549999999
63,896.66235,632.396596
64,861.4462,863.9142676351477
65,831.8318,912.4096665
66,824.25977,883.0547433753518
67,891.95465,860.7543470000002
68,893.7632,859.3648609943059
69,880.4395,921.7532125
70,884.3988,863.7985497609623
71,889.91016,880.8045
72,894.7194,871.5035708697684
73,882.3124,882.588405
74,886.26196,857.536986
75,882.4867,854.7411981807055
76,878.7788,892.4434349999999
77,877.6863,854.097668
78,879.96844,870.6538183316042
79,883.0766,856.584775
80,874.8802,869.9791260780509
81,877.91534,901.7629145000001
82,882.68475,847.0342639417104
83,885.0673,877.396757
84,884.85297,862.6405963180504
85,875.6704,909.0132149999998
86,887.4818,865.548314
87,887.94055,792.287585
88,877.4281,869.9891523269978
89,860.8103,919.5996800000001
90,868.76074,856.4826206114531
91,890.9663,860.5234669244096
92,889.0608,895.2214910000001
93,879.2796,840.7565179999999
94,879.9834,911.492507
95,887.13153,895.0577600000001
96,887.62506,858.7706563940959
97,896.14667,914.728841
98,892.0532,880.5303895
99,890.7661,787.0097545000001
100,881.7066,870.9009730042807
101,863.5351,710.401892
102,833.8364,912.310702
103,848.80585,790.837086
104,836.8201,862.845114581253
105,871.3866,909.9640339999999
106,865.0849,889.1903129999998
107,892.07574,854.0880429026901
108,893.546,869.3775822841793
109,882.0224,935.2581779999999
110,887.302,802.025952
111,885.7157,860.7418139217726
112,879.72394,864.9834952876806
113,860.2461,861.1731782508087
114,875.9668,750.785258
115,858.21704,872.1089221011918
116,849.82446,872.3520096945693
117,850.8126,869.867004
118,882.1409,827.586166
119,874.72687,888.313213
120,873.55676,865.6616531966378
121,873.75073,866.2539033930506
122,884.1286,907.041643
123,884.9922,871.9039836746705
124,889.4374,861.1030447544422
125,889.68823,901.897181
126,884.5207,885.154412
127,888.9902,859.7896400203027
128,891.3897,891.079751
129,885.89435,773.5929389999999
130,867.8443,919.449382
131,870.75793,897.581415
132,872.357,865.1885690146885
133,899.882,870.9023567297537
134,887.1761,872.4148355623689
135,880.39734,897.085448
136,886.25836,871.738778650832
