,Prediction,Test
0,855.0737,888.0924639999998
1,861.1402,875.6128630000001
2,870.17694,824.1166309999999
3,863.18463,826.714423465673
4,847.1349,815.8967276228244
5,831.97906,886.0984840000001
6,841.8997,848.2683429695413
7,850.37683,782.4633549417023
8,848.5832,818.6530050515667
9,827.74744,776.522879
10,811.92847,856.373218
11,824.6334,858.8219338776446
12,833.9312,787.0422825
13,843.98267,866.3799079999999
14,839.912,854.616639
15,838.6132,861.720659
16,858.3588,841.7936954198905
17,853.5759,809.251478
18,844.8854,868.9814059999999
19,841.3825,762.680157
20,829.63617,860.5417865
21,835.47986,848.9277185000001
22,829.55237,840.5566067912517
23,851.7175,872.1543959999999
24,851.8233,813.499455
25,847.5926,803.0702085
26,839.46484,846.0585564572981
27,828.2264,858.1329940000002
28,838.3896,838.0493055000001
29,849.7019,858.6801310000001
30,851.386,614.607298
31,809.6485,877.1881819999999
32,797.9475,846.989212
33,793.3712,868.2480984999999
34,860.46515,869.322802
35,857.86115,782.6812210697256
36,849.1344,818.8809476884693
37,833.554,828.9065911505795
38,820.96686,801.3236362885876
39,828.63354,859.0610609986959
40,834.17816,866.56881
41,842.66205,865.7514925301956
42,860.10156,873.1255650000002
43,863.1892,848.2468515000002
44,860.60144,869.6900210000001
45,859.9283,867.0685775000001
46,858.18506,856.7863403730482
47,861.58514,838.0472940224629
48,855.0611,830.470032
49,846.21,887.199177
50,848.86993,840.7906481839246
51,853.3367,871.315534
52,862.1289,834.929474
53,851.0954,858.5567604778315
54,854.1493,846.9185300714646
55,848.30176,863.660831
56,854.60724,890.683561
57,860.31744,867.656956
58,867.8134,828.8724287555259
59,862.67377,827.7851559961939
60,846.36816,816.9534494399533
61,833.72156,857.553762
62,837.5919,849.3669914068347
63,843.58636,773.4101829999998
64,839.57446,832.305077
65,828.07104,861.9299889999999
66,827.49445,802.1381392309155
67,840.8157,878.864501
68,846.7236,848.5904694711651
69,844.85785,879.2861750000001
70,863.2106,856.5745053610086
71,858.93134,845.312205
72,859.56244,855.4826540000001
73,852.26575,863.8872082746283
74,853.2303,857.6572182101385
75,857.0673,838.8991246135992
76,854.5644,869.244094
77,853.27466,887.934778
78,859.09283,562.37984
79,816.687,864.8789459667325
80,790.56104,857.736325
81,777.9677,825.49918
82,852.56915,824.8097989999999
83,842.3104,837.527321
84,835.5561,835.5594559999998
85,838.2688,862.7001223060695
86,845.84576,840.199202
87,848.38165,832.9401807738484
88,848.7837,870.3193409999999
89,847.20374,851.3661754999999
90,851.5136,854.6564168746723
91,857.3963,788.3558697111753
92,841.78796,824.8180540508253
93,832.0295,840.225041
94,825.94385,807.1334474372591
95,834.1131,865.2894839523678
96,839.7886,853.8750591554789
97,843.6592,872.0284229057642
98,859.6322,861.9088155585977
99,859.42816,831.0102518309457
100,856.5112,848.1330105479204
101,848.8213,869.2670582652884
102,848.3961,862.9982709924717
103,857.3525,844.1233615330588
104,858.2749,848.8725723287849
105,852.57965,841.1858647436444
106,847.355,846.8866057475155
107,847.65985,884.477217
108,853.43427,867.1477826851666
109,861.59314,845.888585
110,863.7611,860.300510297809
111,856.10406,831.3350290597901
112,849.0628,869.90651
113,852.1804,887.51588
114,857.137,875.142623
115,869.9794,840.8648138332559
116,865.76434,829.8619577770263
117,851.80524,857.6959061780749
118,844.4488,862.7876592518949
119,849.4131,795.8563254844661
120,846.8527,832.6654128047932
121,837.48065,842.8598208876485
122,830.4227,814.812553990832
123,838.22076,873.5218898426876
124,843.86053,861.9988676576694
125,849.22253,880.3249433863607
126,865.34973,870.1090576067415
127,865.14355,838.9165234532942
128,862.19867,856.202188922673
129,854.4348,877.974177
130,854.0799,853.648581
131,860.16455,841.6929895
132,857.8444,849.5577155
133,849.5405,881.906255
134,853.8132,879.4947030000001
135,863.7695,846.568891
136,866.3221,858.9948330000001
