Throughput,Timestamp
874496684.9002429,04-01-23 00:00:00
874496684.900243,04-01-23 06:00:00
874496684.9002428,04-01-23 12:00:00
886308996.0,04-01-23 18:00:00
891450425.0,05-01-23 00:00:00
890949192.0,05-01-23 06:00:00
894594045.0,05-01-23 12:00:00
886154856.0,05-01-23 18:00:00
889691010.5,06-01-23 00:00:00
817322710.5,06-01-23 06:00:00
869480469.5,06-01-23 12:00:00
874496684.900243,06-01-23 18:00:00
887359116.0,07-01-23 00:00:00
890478065.0,07-01-23 06:00:00
769498344.0,07-01-23 12:00:00
868773296.0,07-01-23 18:00:00
883346699.0,08-01-23 00:00:00
874496684.900243,08-01-23 06:00:00
829759900.5,08-01-23 12:00:00
884685669.0,08-01-23 18:00:00
888985266.0,09-01-23 00:00:00
861902523.5,09-01-23 06:00:00
895694290.0,09-01-23 12:00:00
862140092.0,09-01-23 18:00:00
883586557.5,10-01-23 00:00:00
875038159.0,10-01-23 06:00:00
893336377.0,10-01-23 12:00:00
861040119.0,10-01-23 18:00:00
881854091.0,11-01-23 00:00:00
887091437.0,11-01-23 06:00:00
875849603.0,11-01-23 12:00:00
884108357.0,11-01-23 18:00:00
884080402.5,12-01-23 00:00:00
874496684.9002429,12-01-23 06:00:00
891892174.0,12-01-23 12:00:00
887407241.0,12-01-23 18:00:00
884003255.0,13-01-23 00:00:00
753726943.0,13-01-23 06:00:00
894279293.0,13-01-23 12:00:00
887620160.0,13-01-23 18:00:00
833568283.0,14-01-23 00:00:00
874496684.900243,14-01-23 06:00:00
890714798.0,14-01-23 12:00:00
888879297.0,14-01-23 18:00:00
893413731.5,15-01-23 00:00:00
874937720.0,15-01-23 06:00:00
889220506.0,15-01-23 12:00:00
874496684.900243,15-01-23 18:00:00
891167213.0,16-01-23 00:00:00
882745559.0,16-01-23 06:00:00
862328073.5,16-01-23 12:00:00
898421084.0,16-01-23 18:00:00
887831628.5,17-01-23 00:00:00
891895096.0,17-01-23 06:00:00
881645345.0,17-01-23 12:00:00
874496684.9002429,17-01-23 18:00:00
877344211.0,18-01-23 00:00:00
860071320.0,18-01-23 06:00:00
876207784.5,18-01-23 12:00:00
886464687.0,18-01-23 18:00:00
893178823.0,19-01-23 00:00:00
882799356.0,19-01-23 06:00:00
892207776.5,19-01-23 12:00:00
859939155.0,19-01-23 18:00:00
877370418.5,20-01-23 00:00:00
824627383.0,20-01-23 06:00:00
887464072.0,20-01-23 12:00:00
895118692.0,20-01-23 18:00:00
832392506.0,21-01-23 00:00:00
