Throughput,Timestamp
915046614.4549788,05-01-23 00:00:00
915046614.454979,05-01-23 06:00:00
915046614.454979,05-01-23 12:00:00
922833725.3333334,05-01-23 18:00:00
909535777.0,06-01-23 00:00:00
923170372.0,06-01-23 06:00:00
915046614.4549788,06-01-23 12:00:00
923428497.5,06-01-23 18:00:00
924320159.0,07-01-23 00:00:00
909850305.0,07-01-23 06:00:00
915046614.454979,07-01-23 12:00:00
926469324.0,07-01-23 18:00:00
923693554.0,08-01-23 00:00:00
916142610.0,08-01-23 06:00:00
925997465.0,08-01-23 12:00:00
915046614.454979,08-01-23 18:00:00
910137958.5,09-01-23 00:00:00
915046614.454979,09-01-23 06:00:00
922693205.0,09-01-23 12:00:00
922357330.5,09-01-23 18:00:00
909430101.0,10-01-23 00:00:00
921176871.0,10-01-23 06:00:00
909430965.0,10-01-23 12:00:00
918946564.0,10-01-23 18:00:00
915046614.454979,11-01-23 00:00:00
915046614.454979,11-01-23 06:00:00
742601486.0,11-01-23 12:00:00
925049901.0,11-01-23 18:00:00
916638306.5,12-01-23 00:00:00
909589616.0,12-01-23 06:00:00
915046614.454979,12-01-23 12:00:00
912893004.0,12-01-23 18:00:00
924479988.0,13-01-23 00:00:00
915046614.454979,13-01-23 06:00:00
915046614.454979,13-01-23 12:00:00
915046614.454979,13-01-23 18:00:00
915046614.454979,14-01-23 00:00:00
922644144.0,14-01-23 06:00:00
915046614.454979,14-01-23 12:00:00
909614807.0,14-01-23 18:00:00
908224374.0,15-01-23 00:00:00
912000572.0,15-01-23 06:00:00
923011239.0,15-01-23 12:00:00
915046614.454979,15-01-23 18:00:00
923009670.0,16-01-23 00:00:00
936902374.0,16-01-23 06:00:00
923270106.0,16-01-23 12:00:00
920075955.0,16-01-23 18:00:00
908959943.0,17-01-23 00:00:00
915722432.0,17-01-23 06:00:00
913781200.5,17-01-23 12:00:00
910296200.5,17-01-23 18:00:00
913765678.3333334,18-01-23 00:00:00
922879127.5,18-01-23 06:00:00
915046614.454979,18-01-23 12:00:00
924005171.0,18-01-23 18:00:00
923872871.0,19-01-23 00:00:00
926473061.3333334,19-01-23 06:00:00
923639924.0,19-01-23 12:00:00
924110999.0,19-01-23 18:00:00
924110259.0,20-01-23 00:00:00
909904939.5,20-01-23 06:00:00
911841233.0,20-01-23 12:00:00
878760666.5,20-01-23 18:00:00
915046614.454979,21-01-23 00:00:00
924947132.0,21-01-23 06:00:00
920598956.0,21-01-23 12:00:00
915046614.454979,21-01-23 18:00:00
914179594.0,22-01-23 00:00:00
915855195.0,22-01-23 06:00:00
923743396.0,22-01-23 12:00:00
914185965.6666666,22-01-23 18:00:00
915046614.454979,23-01-23 00:00:00
915046614.454979,23-01-23 06:00:00
922854183.0,23-01-23 12:00:00
922467058.3333334,23-01-23 18:00:00
915046614.454979,24-01-23 00:00:00
916140712.0,24-01-23 06:00:00
915046614.454979,24-01-23 12:00:00
909483621.0,24-01-23 18:00:00
912893415.0,25-01-23 00:00:00
911947869.0,25-01-23 06:00:00
915046614.454979,25-01-23 12:00:00
923536244.0,25-01-23 18:00:00
915046614.454979,26-01-23 00:00:00
